prompt_id,model_name,control,mode,delta_i_values,ngram_novelty_values,char_entropy_values,qa_failure,reasoning_failures
rsn046,microsoft/phi-2,none,natural_long,"[0.23397409915924072, 0.2219151258468628]","[0.49, 0.53]","[4.327626995080141, 4.403789304873862, 4.359399361982264]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn047,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn048,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn049,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa000,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1939229965209961, 0.16345542669296265, 0.2568929195404053, 0.23171138763427734, 0.17732864618301392, 0.20942580699920654]","[0.4827586206896552, 0.5357142857142857, 0.49411764705882355, 0.5, 0.4189189189189189, 0.6133333333333333]","[4.312795977509703, 4.284617078059757, 4.252707223060057, 4.214001665663968, 4.2475266583436815, 4.305270010580378, 4.250396930272254]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa001,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17119991779327393, 0.13434267044067383, 0.23005259037017822, 0.3152487277984619, 0.23136138916015625, 0.2670498490333557, 0.16520845890045166, 0.19750440120697021, 0.15787863731384277, 0.15515148639678955]","[0.5, 0.4606741573033708, 0.5185185185185185, 0.550561797752809, 0.4777777777777778, 0.4625, 0.47435897435897434, 0.5542168674698795, 0.5, 0.45569620253164556]","[4.289322584253431, 4.243746517924976, 4.3346350641287215, 4.424137342001104, 4.373788694299728, 4.397877269641151, 4.391956748734236, 4.420297108482147, 4.420423174801047, 4.414326144032673, 4.376571743818963]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa002,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1809900999069214, 0.2999536395072937]","[0.5, 0.5274725274725275]","[4.430185236998034, 4.502473516562875, 4.413485273784241]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa003,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12895917892456055, 0.09589177370071411, 0.18089711666107178, 0.15184861421585083, 0.1992374062538147, 0.3178355097770691, 0.3333197832107544]","[0.3, 0.25396825396825395, 0.5135135135135135, 0.4594594594594595, 0.4166666666666667, 0.2926829268292683, 0.3548387096774194]","[4.360272022079017, 4.403395525546087, 4.528984123223448, 4.4468287210547865, 4.367644894302825, 4.484660632507966, 4.44198872608242, 4.4366660304583]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa004,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16792511940002441, 0.2598140239715576, 0.08582168817520142, 0.23004639148712158, 0.0928378701210022, 0.17343372106552124, 0.09043014049530029]","[0.5154639175257731, 0.5, 0.4945054945054945, 0.5056179775280899, 0.4625, 0.5512820512820513, 0.5061728395061729]","[4.363687157588147, 4.3154583585327515, 4.346768706512886, 4.316610926832822, 4.389480009485281, 4.486818686072372, 4.496138305387205, 4.4494054172886655]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa005,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.21774625778198242, 0.10974013805389404, 0.25040483474731445, 0.2584993243217468]","[0.5052631578947369, 0.5161290322580645, 0.5050505050505051, 0.5204081632653061]","[4.30994105072089, 4.293626035190095, 4.156423866938859, 4.2230719193637425, 4.296637705046046]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa006,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16363859176635742, 0.2014542818069458, 0.2902265191078186, 0.15198516845703125]","[0.4772727272727273, 0.5232558139534884, 0.5, 0.46153846153846156]","[4.113928068953111, 4.13703896999275, 4.272137849988532, 4.264566746868298, 4.327120777338903]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa007,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.18594062328338623, 0.2984854578971863, 0.27600955963134766, 0.20522022247314453, 0.1331329345703125, 0.22102630138397217, 0.27119672298431396, 0.14960449934005737]","[0.35, 0.32786885245901637, 0.5617977528089888, 0.43902439024390244, 0.39759036144578314, 0.4714285714285714, 0.4722222222222222, 0.5342465753424658]","[4.179464129115014, 4.235290312462586, 4.1461391861553984, 4.048075149351862, 4.0631642905944245, 4.177266570336618, 4.235760507817245, 4.246407265675405, 4.2335934349372355]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa008,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1327831745147705, 0.1837593913078308, 0.12099725008010864, 0.3490947484970093, 0.34716665744781494, 0.21828991174697876, 0.10535675287246704, 0.1582319736480713, 0.1536138653755188, 0.18544703722000122]","[0.5056179775280899, 0.3956043956043956, 0.4842105263157895, 0.5148514851485149, 0.38461538461538464, 0.43956043956043955, 0.4883720930232558, 0.5119047619047619, 0.5227272727272727, 0.46153846153846156]","[4.181970742668117, 4.239711522630671, 4.301394058306392, 4.2058662160400155, 4.097557919343783, 4.118642860872169, 4.208968883152403, 4.399953371490954, 4.453647128840189, 4.352208322770307, 4.281866946098901]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa009,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.04017692804336548, 0.06841015815734863, 0.21420902013778687, 0.2419421672821045, 0.26507580280303955, 0.2382032871246338, 0.11168044805526733, 0.13827800750732422, 0.31934285163879395, 0.11993098258972168]","[0.3076923076923077, 0.27631578947368424, 0.5063291139240507, 0.45714285714285713, 0.5428571428571428, 0.4583333333333333, 0.4307692307692308, 0.4857142857142857, 0.5076923076923077, 0.589041095890411]","[4.270803164029166, 4.302565401897075, 4.306395684945627, 4.289198986901325, 4.361389993658073, 4.376949461197942, 4.395761623122679, 4.351225974491552, 4.354407132258951, 4.485329404729285, 4.437634469705961]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa010,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2794472575187683, 0.19161450862884521, 0.2208627462387085, 0.19686269760131836, 0.2563410997390747, 0.15328532457351685, 0.22092986106872559, 0.17218703031539917, 0.2872796058654785, 0.2373409867286682]","[0.47560975609756095, 0.5443037974683544, 0.524390243902439, 0.45652173913043476, 0.49411764705882355, 0.5, 0.5, 0.5760869565217391, 0.46236559139784944, 0.5340909090909091]","[4.248215119652715, 4.274471099531703, 4.161330468031181, 4.164717085461495, 4.203583578808127, 4.144827541313978, 4.226062259576814, 4.256941310091438, 4.2674138701318824, 4.245259079632589, 4.241360433797658]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa011,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15316975116729736, 0.24043846130371094, 0.20462054014205933]","[0.5875, 0.4777777777777778, 0.4024390243902439]","[4.0646141001730856, 4.155927931137552, 4.367528692175095, 4.342478899410973]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa012,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2589115500450134, 0.2937009930610657, 0.11272889375686646]","[0.5204081632653061, 0.49473684210526314, 0.5319148936170213]","[4.154318875912135, 4.176988148147738, 4.181364606337033, 4.222785969079787]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa013,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.18104970455169678, 0.24564385414123535, 0.12650322914123535, 0.24199914932250977, 0.16611027717590332, 0.1538175344467163, 0.15307974815368652, 0.0460202693939209, 0.111774742603302, 0.16809707880020142]","[0.5494505494505495, 0.4268292682926829, 0.5609756097560976, 0.53125, 0.4536082474226804, 0.47619047619047616, 0.5764705882352941, 0.4787234042553192, 0.5054945054945055, 0.4945054945054945]","[4.411757732777082, 4.352001215337939, 4.233830047766776, 4.297921865089957, 4.305791531473956, 4.293822081304069, 4.325036146293861, 4.349057398093753, 4.321418792987402, 4.27048207236428, 4.250926835199681]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa014,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15789026021957397, 0.1869903802871704, 0.20409774780273438, 0.17276817560195923, 0.11409175395965576, 0.0628630518913269, 0.040387868881225586, 0.1384263038635254, 0.1218416690826416, 0.2523368000984192]","[0.4666666666666667, 0.49333333333333335, 0.525, 0.5348837209302325, 0.4945054945054945, 0.4470588235294118, 0.38235294117647056, 0.5373134328358209, 0.524390243902439, 0.5393258426966292]","[4.342604020239538, 4.384063646510334, 4.337639718336058, 4.31697930512432, 4.3512642431773685, 4.310102533795456, 4.35806334325586, 4.4182419799398165, 4.406029981295712, 4.386349248870962, 4.355557967303159]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa015,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.5351004600524902, 0.4858526587486267, 0.23517388105392456, 0.3323400020599365, 0.2707057595252991, 0.1136435866355896, 0.2959514260292053, 0.1266142725944519]","[0.4857142857142857, 0.49514563106796117, 0.4725274725274725, 0.5652173913043478, 0.4845360824742268, 0.5054945054945055, 0.5, 0.4430379746835443]","[4.3080530733175015, 4.231669987560654, 4.294993849697731, 4.342748032660926, 4.310233191920894, 4.3874719594937615, 4.406613906041759, 4.290876367130144, 4.268777075120111]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa016,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16414135694503784, 0.18277692794799805, 0.13757699728012085, 0.14426082372665405]","[0.5070422535211268, 0.5131578947368421, 0.5308641975308642, 0.5172413793103449]","[4.291435165487699, 4.6130544469065216, 4.632922009917374, 4.477906356498592, 4.361461879775805]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa017,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3526960611343384, 0.21453779935836792, 0.2006666660308838, 0.1783919334411621, 0.2357785701751709]","[0.550561797752809, 0.4673913043478261, 0.4675324675324675, 0.5277777777777778, 0.5113636363636364]","[4.2254210886672885, 4.17301984902738, 4.17808481847276, 4.370393322191082, 4.419060180049578, 4.281742530859143]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa018,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.13414591550827026, 0.18651819229125977, 0.32790452241897583, 0.17504078149795532, 0.19366192817687988, 0.12069094181060791, 0.1581546664237976, 0.1348167061805725, 0.2826133966445923, 0.1953793168067932]","[0.5061728395061729, 0.4878048780487805, 0.5238095238095238, 0.5058823529411764, 0.379746835443038, 0.4782608695652174, 0.4470588235294118, 0.4166666666666667, 0.5, 0.4225352112676056]","[4.362032250265436, 4.358879590548074, 4.2200628380049645, 4.2187484044108965, 4.192331533726032, 4.0983375387594005, 4.229945827193945, 4.365668044181991, 4.36266861261341, 4.3103302836681205, 4.248878789896793]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa019,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3348041772842407, 0.11468744277954102, 0.1750262975692749, 0.15903747081756592, 0.21936804056167603]","[0.47115384615384615, 0.449438202247191, 0.5056179775280899, 0.5054945054945055, 0.52]","[4.2384955452115785, 4.261175322659447, 4.273353374212942, 4.217164180072481, 4.161962448345814, 4.156191701463387]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa020,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09364044666290283, 0.2264004945755005, 0.1190306544303894]","[0.5357142857142857, 0.5, 0.5]","[4.402827836925067, 4.417899195554988, 4.263377763005625, 4.256448451993933]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa021,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.13677626848220825, 0.21460342407226562, 0.14775347709655762]","[0.5402298850574713, 0.4642857142857143, 0.45454545454545453]","[4.198638840572124, 4.2475843931150425, 4.2610081469562715, 4.340464046303165]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa022,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1876511573791504, 0.1025465726852417, 0.199920654296875, 0.15905123949050903, 0.21154695749282837, 0.08537191152572632, 0.13532304763793945, 0.12091481685638428, 0.2658100724220276, 0.18425893783569336]","[0.46153846153846156, 0.4805194805194805, 0.5333333333333333, 0.44776119402985076, 0.515625, 0.3508771929824561, 0.47619047619047616, 0.5443037974683544, 0.475, 0.5068493150684932]","[4.181794466332251, 4.255845285684202, 4.264727466588528, 4.286107135272076, 4.206979195645126, 4.208702861244454, 4.272220809844719, 4.404492986182377, 4.340283117877328, 4.08661226295382, 4.068484989950142]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa023,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.18364602327346802, 0.41122013330459595, 0.17989546060562134]","[0.4358974358974359, 0.5789473684210527, 0.3787878787878788]","[4.272036040213821, 4.318211459090616, 4.219675598583471, 4.098193687933576]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa024,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10138726234436035, 0.16205883026123047, 0.11424994468688965, 0.2739483118057251, 0.08943909406661987, 0.1392577886581421, 0.17941069602966309, 0.16901564598083496, 0.15318655967712402, 0.11293309926986694]","[0.47368421052631576, 0.5432098765432098, 0.4939759036144578, 0.44594594594594594, 0.5238095238095238, 0.5068493150684932, 0.5301204819277109, 0.4880952380952381, 0.47058823529411764, 0.5274725274725275]","[4.375540565452011, 4.443664950917038, 4.444574603155788, 4.366210860096637, 4.403113110976143, 4.4799252665815725, 4.447336522081514, 4.38212091219925, 4.330619579562111, 4.292127428899946, 4.328828052175626]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa025,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11949896812438965, 0.16644525527954102, 0.10587769746780396, 0.09842151403427124, 0.05003327131271362]","[0.4342105263157895, 0.484375, 0.3939393939393939, 0.40298507462686567, 0.22580645161290322]","[4.3940705727022555, 4.4763209595966185, 4.670336719401827, 4.629158755207567, 4.6121331284539195, 4.6588991417569]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa026,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.20348262786865234, 0.15439993143081665, 0.2919738292694092, 0.14097249507904053, 0.21424472332000732, 0.3786102533340454, 0.15995854139328003, 0.14351975917816162, 0.21472328901290894, 0.19594675302505493]","[0.4691358024691358, 0.5068493150684932, 0.4852941176470588, 0.46875, 0.56, 0.49382716049382713, 0.5581395348837209, 0.43209876543209874, 0.5285714285714286, 0.49295774647887325]","[4.214065597406813, 4.253997382690876, 4.315478246703494, 4.388033063003128, 4.451550609380465, 4.53159417527392, 4.370770574610267, 4.230167030530971, 4.301481713222853, 4.359135794409135, 4.412471391382734]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa027,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3001019358634949, 0.2747596502304077, 0.26219654083251953, 0.1338457465171814, 0.22106850147247314, 0.12633824348449707, 0.17000889778137207, 0.19328343868255615, 0.27102339267730713, 0.19532537460327148]","[0.5360824742268041, 0.4807692307692308, 0.5, 0.5104166666666666, 0.4891304347826087, 0.4942528735632184, 0.5280898876404494, 0.4523809523809524, 0.5256410256410257, 0.4935064935064935]","[4.437596936966951, 4.405863786570953, 4.284978679696974, 4.281009883632374, 4.233442452943189, 4.270316226277356, 4.385239810458228, 4.386862772649502, 4.347678691978888, 4.345960252014077, 4.3991976189836395]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa028,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.20067346096038818, 0.09042972326278687, 0.20314180850982666, 0.12290889024734497, 0.31247055530548096, 0.16933929920196533, 0.20131266117095947, 0.13561362028121948, 0.13417428731918335, 0.1396581530570984]","[0.39655172413793105, 0.42105263157894735, 0.5072463768115942, 0.47692307692307695, 0.5142857142857142, 0.5125, 0.43478260869565216, 0.36065573770491804, 0.5151515151515151, 0.47619047619047616]","[4.355184953421181, 4.270923710565443, 4.266540252488402, 4.379112362195194, 4.380214895725736, 4.403085002150889, 4.406484915560815, 4.253646276197869, 4.2484392052195625, 4.308705752429467, 4.279635261811093]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa029,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16803377866744995, 0.10243099927902222]","[0.5223880597014925, 0.44871794871794873]","[4.428143206369948, 4.3832143686846505, 4.215576617920109]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa030,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17983412742614746, 0.2255723476409912, 0.17160630226135254, 0.28168344497680664, 0.2923259735107422, 0.11461395025253296, 0.35207557678222656]","[0.38028169014084506, 0.5492957746478874, 0.5, 0.5670103092783505, 0.4, 0.5853658536585366, 0.425]","[4.5447386098595235, 4.549057711528375, 4.514672451404096, 4.46304545502908, 4.36674793231037, 4.443225905707618, 4.611585656127728, 4.559841456081803]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa031,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2299790382385254, 0.04808163642883301]","[0.5064935064935064, 0.43037974683544306]","[4.584629692910079, 4.5098290987054845, 4.488225593597264]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa032,mistralai/Mistral-7B-v0.1,none,natural_long,[],[],[4.543597448707349],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa033,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10795402526855469, 0.2202286720275879, 0.13647067546844482, 0.1375117301940918]","[0.5730337078651685, 0.4574468085106383, 0.49411764705882355, 0.3253012048192771]","[4.544810649536112, 4.473585459823226, 4.292360022526286, 4.348832597547816, 4.314509067421069]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa034,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11625468730926514, 0.31340980529785156, 0.31141793727874756, 0.25894755125045776, 0.4705737233161926, 0.11666947603225708, 0.22761189937591553, 0.3203616738319397, 0.17963314056396484, 0.22588229179382324]","[0.4642857142857143, 0.4444444444444444, 0.5384615384615384, 0.5714285714285714, 0.5, 0.4810126582278481, 0.4875, 0.5604395604395604, 0.5148514851485149, 0.4897959183673469]","[4.266524879637304, 4.436105477443303, 4.6758071941461035, 4.631502907034407, 4.413691688936412, 4.365714681973877, 4.375955503463369, 4.473544734327816, 4.469287810668025, 4.3288322140709425, 4.323983157618617]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa035,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.22842782735824585, 0.14744722843170166, 0.30807721614837646, 0.21122783422470093, 0.14408749341964722, 0.21782058477401733, 0.16428005695343018, 0.1103169322013855, 0.14518439769744873, 0.19581186771392822]","[0.4915254237288136, 0.5230769230769231, 0.5662650602409639, 0.47674418604651164, 0.4520547945205479, 0.39344262295081966, 0.3958333333333333, 0.3076923076923077, 0.3333333333333333, 0.5]","[4.724329689714467, 4.712230747230285, 4.69582102119527, 4.545762096786632, 4.435329093917718, 4.422383897373093, 4.361285387073964, 4.37682844349529, 4.457966428995898, 4.518601057430873, 4.472073670180247]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa036,mistralai/Mistral-7B-v0.1,none,natural_long,[0.06844842433929443],[0.5227272727272727],"[4.412094324681971, 4.417417437125697]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa037,mistralai/Mistral-7B-v0.1,none,natural_long,[0.14068979024887085],[0.49382716049382713],"[4.571381301674267, 4.494047798965148]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa038,mistralai/Mistral-7B-v0.1,none,natural_long,[],[],[4.344377695071094],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa039,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.06343710422515869, 0.21739977598190308, 0.0814892053604126, 0.1536499261856079, 0.10895788669586182, 0.06519883871078491, 0.1818881630897522, 0.24320554733276367, 0.29541611671447754, 0.1257074475288391]","[0.5242718446601942, 0.45544554455445546, 0.5346534653465347, 0.49514563106796117, 0.494949494949495, 0.32, 0.6666666666666666, 0.550561797752809, 0.49473684210526314, 0.5106382978723404]","[4.276219718536744, 4.305405248943358, 4.3134244501987995, 4.266743874488409, 4.290004782566369, 4.317195033776465, 4.65197943656347, 4.765417511823896, 4.431583201933788, 4.245397758559776, 4.212571916534859]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa040,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1273753046989441, 0.17817342281341553, 0.2559340000152588]","[0.527027027027027, 0.47619047619047616, 0.5473684210526316]","[4.429242607716206, 4.400157852375822, 4.3338379190210885, 4.222992859193771]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa041,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11100757122039795, 0.12869644165039062, 0.13639450073242188, 0.3184785842895508, 0.16096872091293335, 0.2477312684059143, 0.07576781511306763, 0.31563591957092285, 0.09346425533294678]","[0.46938775510204084, 0.45977011494252873, 0.5111111111111111, 0.43037974683544306, 0.4107142857142857, 0.42105263157894735, 0.37735849056603776, 0.5121951219512195, 0.5434782608695652]","[4.407656870873996, 4.2292143065438506, 4.334817366384936, 4.473966844383622, 4.541637516537774, 4.608456922186199, 4.6273092282829715, 4.78378537337707, 4.7558766632241065, 4.8217541028125535]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa042,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11744040250778198, 0.18439418077468872, 0.1480731964111328, 0.18638503551483154, 0.08482170104980469, 0.18192905187606812, 0.09041488170623779, 0.1631832718849182, 0.15053993463516235, 0.0845525860786438]","[0.5057471264367817, 0.5061728395061729, 0.5581395348837209, 0.45348837209302323, 0.5454545454545454, 0.4166666666666667, 0.5930232558139535, 0.45652173913043476, 0.5060240963855421, 0.4375]","[4.510150212137853, 4.431158930878321, 4.568458657122435, 4.534399938775191, 4.41292994408397, 4.418627977009397, 4.432874628391119, 4.4213550566528905, 4.327988471176333, 4.380329949523519, 4.472266745863902]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa043,mistralai/Mistral-7B-v0.1,none,natural_long,[0.07168960571289062],[0.49473684210526314],"[4.316219974086123, 4.334545561458497]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa044,mistralai/Mistral-7B-v0.1,none,natural_long,[0.1458975076675415],[0.5416666666666666],"[4.431858423277185, 4.387399219474626]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa045,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12687647342681885, 0.15629953145980835, 0.1860293745994568]","[0.5421686746987951, 0.5204081632653061, 0.48]","[4.426868044277481, 4.334366522165818, 4.3293236864932405, 4.332969153973106]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa046,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2806278467178345, 0.16961681842803955, 0.24914824962615967, 0.29738378524780273, 0.14038246870040894, 0.05869793891906738, 0.1540389060974121, 0.18326199054718018, 0.17276030778884888, 0.20700734853744507]","[0.5054945054945055, 0.4827586206896552, 0.5604395604395604, 0.5, 0.4431818181818182, 0.4942528735632184, 0.5444444444444444, 0.42857142857142855, 0.5882352941176471, 0.5102040816326531]","[4.3651767884029695, 4.449527689100981, 4.436833486657371, 4.380869081084534, 4.2681096001601775, 4.367381382441025, 4.451753592543763, 4.458010714661528, 4.480433777969789, 4.461904557937952, 4.289362656944166]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa047,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10081988573074341, 0.1349690556526184, 0.16951578855514526, 0.10318261384963989, 0.12305951118469238, 0.10602426528930664, 0.0852622389793396, 0.17683571577072144, 0.09568631649017334]","[0.4153846153846154, 0.391304347826087, 0.527027027027027, 0.3875, 0.4805194805194805, 0.5063291139240507, 0.42857142857142855, 0.32727272727272727, 0.027777777777777776]","[4.4673055054984525, 4.321561079778698, 4.3416438688485, 4.3797053872922, 4.414383804851227, 4.378650421443407, 4.266010970828821, 4.311148410887664, 4.333015989136136, 4.2681136721289725]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa048,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1400567889213562, 0.14772576093673706, 0.2490687370300293, 0.12052881717681885]","[0.37333333333333335, 0.21666666666666667, 0.49206349206349204, 0.4583333333333333]","[4.371451657707577, 4.304269217055208, 4.28439107946841, 4.344067459832085, 4.380502105210103]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa049,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12244969606399536, 0.1926315426826477, 0.08702802658081055, 0.08467578887939453, 0.1067395806312561, 0.1347920298576355, 0.07522469758987427]","[0.46511627906976744, 0.4880952380952381, 0.4125, 0.47674418604651164, 0.4375, 0.3013698630136986, 0.5068493150684932]","[4.366978747996669, 4.254900660361967, 4.303055618730755, 4.331751173171526, 4.31972577567139, 4.44404598407682, 4.501307101547573, 4.534864564767775]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa050,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10605978965759277, 0.19770288467407227, 0.10018891096115112, 0.16892731189727783]","[0.5769230769230769, 0.5, 0.5647058823529412, 0.5161290322580645]","[4.612642896019687, 4.533027778948479, 4.4352141526104845, 4.388477676703637, 4.368281979090343]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa051,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16141784191131592, 0.16359418630599976, 0.09948748350143433]","[0.46153846153846156, 0.5263157894736842, 0.47560975609756095]","[4.538613911260402, 4.4327694338568, 4.390815215816376, 4.389974327885453]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa052,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17439913749694824, 0.21349918842315674]","[0.5428571428571428, 0.4852941176470588]","[4.571247934389687, 4.69508359345693, 4.730127603020854]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa053,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16927343606948853, 0.1201508641242981, 0.21425527334213257, 0.08963090181350708, 0.26299965381622314, 0.12515389919281006, 0.22550225257873535]","[0.5063291139240507, 0.5131578947368421, 0.5324675324675324, 0.550561797752809, 0.46153846153846156, 0.5, 0.550561797752809]","[4.503290929889713, 4.480223511898375, 4.600628110261971, 4.560896837145738, 4.494435555818038, 4.448914574522643, 4.513714253530874, 4.44980569732867]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa054,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.14336448907852173, 0.09361720085144043, 0.15715128183364868, 0.24808424711227417, 0.191103994846344, 0.18112492561340332, 0.07432323694229126, 0.15601378679275513, 0.05853086709976196, 0.078208327293396]","[0.4772727272727273, 0.5222222222222223, 0.4731182795698925, 0.5280898876404494, 0.5212765957446809, 0.4782608695652174, 0.5161290322580645, 0.47, 0.3978494623655914, 0.47058823529411764]","[4.453537229223799, 4.37895748832721, 4.293243498142505, 4.362508147703537, 4.441619822752238, 4.376480677400834, 4.282010529347823, 4.288713030572081, 4.2495307713476125, 4.254958750013316, 4.270861758156433]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa055,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3432590961456299, 0.1998378038406372]","[0.43617021276595747, 0.524390243902439]","[4.4056876658317705, 4.371693447216694, 4.483683684338261]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
